464,1332
459,8628
461,5431
462,861
462,8429
460,0121
462,1214
462,4887
465,9725
463,0522
463,5001
461,0959
460,5121
461,1095
461,7688
462,8757
464,9062
462,1271
464,2779
461,5604
464,4297
461,9228
461,2452
461,4099
462,7682
464,8411
462,3989
465,1649
464,5451
462,3592
462,997
461,6696
461,5185
465,3496
462,1715
465,9143
464,056
463,1851
459,9444
463,9308
464,1904
463,0707
463,5501
463,9177
461,7775
460,872
462,8671
467,5497
462,0274
463,9282
460,7203
463,7346
463,8734
462,8858
461,3949
463,0015
462,9684
467,9501
458,0978
459,4435
465,1337
458,7185
458,6931
462,9735
464,2231
460,6834
463,6743
462,7791
463,2002
462,4141
462,4444
463,5644
463,1019
464,3815
461,0697
461,229
464,4989
465,2418
460,2558
466,7552
459,6072
466,5703
464,9167
460,6163
463,5857
465,0754
464,1398
463,7892
463,0599
463,2313
463,7904
460,8198
466,1657
465,3082
465,5098
459,5937
464,6164
466,9547
460,2449
462,17
