72,3806
73,9724
73,5852
73,783
73,8525
73,8862
73,332
73,9932
73,1723
73,5746
73,9378
73,0471
73,4377
73,8631
73,8618
72,0109
73,2824
72,8486
73,9759
73,9523
73,885
73,6854
73,7219
73,9377
73,7407
73,945
73,9945
73,6808
73,8041
73,9093
73,6646
73,802
73,9936
73,6919
73,65
73,929
73,704
73,7433
73,9698
73,6134
73,1892
73,3654
73,6634
73,8448
73,798
73,9529
73,7964
73,9714
73,4808
73,4226
73,765
72,9148
73,4316
72,9501
73,5953
73,4377
73,4576
73,6877
73,5356
73,9639
73,9867
73,8602
73,9612
73,3545
73,3906
73,6434
73,6786
73,896
73,8305
73,6449
73,6084
73,3278
73,8859
73,71
73,3553
73,5209
73,8217
73,1254
73,9167
73,9636
73,9067
73,4459
73,4464
72,7756
73,8678
73,8412
72,9255
72,7871
73,0017
73,6309
73,513
73,6785
73,806
73,7709
73,8586
73,1921
72,4597
73,8472
73,3896
73,7628
