3,7992
6,9225
3,0485
6,9451
5,6445
1,9191
6,5852
5,9631
6,7138
5,2845
2,8911
2,0697
6,677
6,6647
1,401
1,5938
1,5142
1,9633
5,7886
5,9626
6,223
6,4598
5,7588
5,6126
6,1134
5,8823
1,306
6,1665
1,3621
5,8485
1,4918
5,3688
1,3731
6,5042
6,2992
2,3556
2,006
4,7382
1,5648
6,0794
1,9318
1,3028
6,5037
6,9482
1,9597
1,2298
1,0016
6,6062
6,526
6,5751
1,4256
6,6056
6,2384
1,7264
6,1271
6,9354
1,469
6,8808
1,0078
1,1714
2,2453
6,7256
2,1287
1,1569
1,8229
1,4381
2,7175
6,2688
1,8154
6,972
4,0663
1,6425
1,2439
6,87
2,1717
1,0399
1,5172
6,868
6,6239
6,5972
2,6352
5,2685
1,911
2,3645
1,9892
6,7392
1,4781
4,6572
6,2588
5,9932
1,0317
5,8864
3,4861
4,3844
1,1284
1,4384
6,8937
1,7237
1,2635
2,3495
