9,3635
5,4651
9,2066
6,6311
9,0323
8,9237
4,0617
5,3901
9,5601
4,8336
5,5853
9,1151
4,8215
4,4748
8,1904
9,7421
9,2672
7,0736
9,8123
4,9595
9,4947
9,8678
9,8807
9,6814
9,8661
4,3134
4,5499
9,8901
9,3028
4,2062
4,3689
4,5384
4,741
4,8769
9,3912
7,8499
9,7543
9,9899
6,2069
4,7535
9,1389
9,8869
4,4993
9,7019
9,7031
9,3519
8,7423
5,0165
9,6259
4,584
6,3974
8,2222
8,745
9,9598
5,5255
9,222
9,5496
8,8944
4,7897
7,1547
4,2356
6,7364
4,9798
4,2097
9,3699
4,0661
4,6827
4,1767
4,4622
5,0396
9,4526
4,073
4,8271
9,6159
4,2794
4,0446
9,91
8,6276
4,1768
8,6875
4,3204
4,5142
4,9653
5,1401
9,8353
4,2038
9,4201
8,484
4,5979
4,1177
7,5346
9,3508
9,5044
9,3582
5,2948
5,0065
5,7308
9,6615
4,4311
9,7023
