78,5221
78,0737
78,0609
78,0011
78,4269
78,8472
78,8013
78,4947
78,6979
78,0519
78,2073
78,7675
78,6523
78,1138
79,128
78,6102
78,1308
78,2102
78,0612
79,8248
78,0907
78,2261
78,0785
78,5555
78,0224
78,0524
78,372
78,2561
79,4107
78,524
78,7104
78,8159
79,2156
78,0584
78,0764
78,0067
78,9039
78,1231
78,0117
78,1861
78,4687
78,1495
78,215
78,1541
78,4188
78,1298
78,1397
78,658
78,0312
78,0662
78,0929
78,6301
78,2114
79,1049
78,3099
78,1192
78,4089
78,2571
78,0373
78,0301
78,344
78,0494
78,5718
78,3961
79,9894
78,0461
78,4002
78,3024
78,3005
78,1786
78,2924
78,0267
78,1036
79,2593
78,0396
78,6187
78,0386
78,2352
78,3042
78,599
78,2659
78,2915
78,1629
78,3465
78,1747
78,5581
78,3704
78,0023
79,0466
78,0155
78,1174
78,4026
78,345
78,2999
78,016
78,8624
78,2931
78,0429
78,5248
78,3316
