6,6546
6,3845
2,0144
3,5012
1,4055
2,4089
6,4526
4,4681
5,1901
6,9579
5,4864
1,0058
1,6749
2,5313
6,6119
1,6799
2,3839
6,3104
1,7735
6,0366
6,617
6,867
6,6481
6,7957
6,3548
6,8086
1,8386
6,9968
1,9889
5,8493
6,576
5,5927
3,1413
2,3492
5,7744
1,5531
6,9823
1,7223
1,7572
6,332
1,4068
1,4626
1,4021
3,7401
1,4154
6,1733
1,4977
6,9336
6,9803
4,683
1,2811
1,2825
6,2083
1,855
6,8913
1,9896
1,5955
1,4377
5,2377
1,3484
6,0581
1,6694
1,5122
6,3166
6,6046
2,7711
6,2457
6,0649
1,5289
6,6913
6,9328
5,982
5,4497
1,1682
1,7204
6,8802
6,3424
1,8345
4,2336
1,2093
1,2632
1,1764
6,9476
5,5509
6,3149
2,2444
6,5119
6,9433
6,8645
3,0721
6,4481
1,5203
1,898
1,5558
1,5095
1,825
1,0887
5,8376
1,7315
1,374
