3,5353
2,5837
2,406
7,7221
2,6613
2,7999
7,3316
3,4898
3,1535
7,6948
7,0726
7,7562
6,9116
7,8582
6,4411
7,7468
2,2563
7,309
2,0966
7,8149
2,0107
3,3548
6,7734
7,2879
7,9414
3,0185
2,0513
7,201
7,9486
7,8862
2,2332
7,088
6,3776
4,0266
2,7882
7,41
7,0219
7,3825
3,8214
7,7265
2,8671
2,656
5,0031
2,9952
2,1258
7,4909
2,1171
7,9985
7,3897
2,3397
7,6438
2,2086
2,9441
7,7937
2,4247
2,6738
3,1142
2,5153
7,1535
3,2539
7,9296
2,3325
5,1873
6,352
2,2664
7,7824
2,6453
3,021
7,4661
7,97
7,2744
2,2488
2,5689
2,1922
3,0099
2,305
5,9056
3,7516
6,6384
4,4617
7,8733
2,0163
7,5143
2,8824
7,2938
2,0274
7,7602
7,0977
7,8249
7,3391
6,3225
7,0002
2,183
2,2541
7,2743
7,5686
6,1467
3,3013
4,5602
2,006
