16,8702
16,6041
16,8996
16,778
16,9217
15,649
16,925
16,8682
16,1946
16,37
16,7193
16,454
15,7961
16,9035
16,4389
16,8448
16,6289
16,777
16,9255
16,7259
16,6323
16,9468
16,131
16,7062
16,1256
16,7449
16,3375
16,9008
15,8274
16,2671
16,806
15,8434
16,8228
16,675
15,5224
16,9311
16,5886
16,8761
16,8979
16,3801
16,6704
16,7114
16,7366
16,1341
16,9245
16,9967
16,8864
16,6838
16,7926
16,7517
16,8814
16,5037
15,196
16,5436
16,8918
16,9966
16,4266
16,8396
15,0018
16,3975
16,9535
16,8236
16,8767
16,7526
16,9242
16,6406
16,696
16,575
16,4805
16,4281
16,7624
16,9625
16,1624
16,8559
16,8618
16,9113
16,2088
16,6797
16,889
16,5971
16,9676
16,9853
16,2109
16,6353
16,7102
16,4956
16,8285
15,8929
16,5192
16,5461
16,8372
16,589
16,7994
16,9975
16,8969
16,9063
16,2308
16,9742
16,4619
16,9302
