86,86
86,7745
86,9665
86,9812
86,8716
86,9369
86,0176
86,9628
85,9958
86,9613
86,6426
86,8205
86,7528
86,5346
86,3495
86,4622
86,6734
86,4274
86,6789
86,9264
86,9945
86,8491
86,9465
86,402
85,8953
86,5705
86,7766
86,7424
86,9496
86,326
86,8478
86,662
86,9737
85,0066
85,3776
86,8695
86,3231
85,7827
86,4003
86,5002
86,8148
86,7404
86,9162
86,9286
86,8983
86,914
86,9992
86,8723
86,4199
85,7333
86,9063
86,7781
86,7722
86,9949
86,9868
86,5831
86,865
86,768
86,2053
86,7021
86,8695
86,2467
86,0837
86,7624
86,7871
86,4478
86,9571
86,8634
86,9201
86,9099
86,9822
86,8494
86,5102
86,1336
86,5542
86,5046
86,9159
86,7845
86,7666
86,053
86,7519
85,56
86,5107
86,7721
86,3023
86,6354
86,6641
86,7877
86,8498
86,9756
86,855
86,2925
86,3467
86,7059
86,1752
86,8192
86,7584
86,7548
85,8002
86,8466
