9,3889
9,8701
5,2209
9,5831
7,403
9,6881
9,5886
9,8204
8,7026
4,239
5,6872
9,8519
4,5307
9,2012
9,3748
9,7224
9,0975
9,5925
5,6231
8,997
9,2683
4,2673
4,8836
9,5722
4,8619
8,5853
4,3436
4,7748
9,7546
4,3065
9,5531
6,6722
4,9254
4,9867
5,0023
9,6148
7,7863
4,6707
4,4071
4,9664
4,5345
5,4497
4,8374
4,1895
4,4592
4,1644
9,7909
8,4961
4,0397
9,1216
4,9463
4,7668
9,5206
9,5694
5,9296
9,361
9,0801
4,612
4,0904
6,2724
4,2212
4,3233
9,9822
4,3153
9,3578
4,8049
4,5916
4,6846
4,3005
9,8382
9,4011
8,6153
8,684
8,7841
6,5341
4,028
9,5945
9,4743
4,0981
9,8024
8,9814
7,1793
8,0213
4,1586
5,1601
9,0358
8,8083
4,127
9,1826
8,968
7,7966
5,3742
9,7556
9,709
4,0298
5,6778
9,9573
9,5563
4,1291
4,738
