6,5807
8,5147
4,3734
5,2164
6,0341
8,8671
4,1386
9,2234
9,5024
4,9004
4,1065
8,7923
5,0094
4,6621
9,9556
6,0757
9,5131
9,5091
8,4082
8,8902
4,8346
8,8812
4,1302
9,5241
7,7728
4,8038
9,6024
9,1277
4,9884
9,1618
5,2285
4,3757
4,5376
9,8809
9,7466
9,8698
9,5049
7,3517
9,9311
4,2087
7,9754
4,267
5,035
4,2404
9,921
9,8234
5,0572
9,9043
9,2091
9,1994
4,5237
4,9233
4,1235
4,3137
9,7452
4,024
6,4798
8,9465
4,9317
4,0162
4,7605
8,8877
9,8676
9,2369
4,2409
9,4205
9,7516
7,2825
4,2504
4,3905
8,789
4,087
4,1823
9,2883
4,8574
8,9022
9,6625
5,6423
4,4075
4,2455
8,7913
5,4978
4,3195
9,5989
4,6291
9,5108
4,8207
5,4936
7,1981
8,8898
9,9482
9,5983
8,2813
4,363
9,3783
5,4908
9,9752
4,6667
4,5235
4,1454
